id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
4664,豬後腳,19.542,18.79,0,252.9301
4665,豬腳,19.542,18.79,0,252.9301
4666,豬蹄,19.542,18.79,0,252.9301
4667,長腳,19.542,18.79,0,252.9301
4668,豬蹄膀,17.1,28.6,0,330.989
4669,豬腳,17.1,28.6,0,330.989
4670,蹄膀,17.1,28.6,0,330.989
4671,圓蹄,17.1,28.6,0,330.989
4672,滷豬腳,28.4,15.4,0,237.4
4673,豬腳筋,14.377,1.1282,0,71.5662
4674,蹄筋,14.377,1.1282,0,71.5662
4675,長筋,14.377,1.1282,0,71.5662
4676,豬腦,10.8,8.7,0,124.59
4677,全雞平均值,17.6557,15.6283,0,216.3573
4678,土雞,18.983,11.86,0,188.0346
4679,放山雞,18.983,11.86,0,188.0346
4680,走地雞,18.983,11.86,0,188.0346
4681,肉雞,16.121,19.88,0,248.1543
4682,飼料雞,16.121,19.88,0,248.1543
4683,烏骨雞,17.863,15.145,0.8218,212.8829
4684,竹絲雞,17.863,15.145,0.8218,212.8829
4685,絲羽烏骨雞,17.863,15.145,0.8218,212.8829
4686,武山雞,17.863,15.145,0.8218,212.8829
4687,烏雞,17.863,15.145,0.8218,212.8829
4688,烤雞,22.753,14.16,3.6227,232.9428
4689,手扒雞,22.753,14.16,3.6227,232.9428
4690,里肌肉平均值,24.2488,0.6127,0,109.0687
4691,里肌肉(土雞),24.845,0.6154,0,111.6391
4692,里肌肉(肉雞),23.6525,0.61,0,106.4984
4693,去皮清肉平均值,23.335,2.1294,0,118.8472
4694,去皮清肉(土雞),23.356,2.3387,0,120.8252
4695,去皮雞胸肉,23.356,2.3387,0,120.8252
4696,去皮清肉(肉雞),23.314,1.92,0.6263,116.8692
4697,去皮雞胸肉,23.314,1.92,0.6263,116.8692
4698,去皮雞胸肉(肉雞),22.4,0.9,0,103.766
4699,帶皮雞胸肉(肉雞),19.327,15.09,0,218.6381
4700,骨腿平均值,18.0477,10.502,0,171.7917
4701,骨腿(土雞),21.708,4.0924,0,129.6066
4702,雞腿,21.708,4.0924,0,129.6066
4703,骨腿(肉雞),14.3874,16.9116,0,213.9768
4704,雞腿,14.3874,16.9116,0,213.9768
4705,清腿平均值,18.4827,8.7094,0,157.4795
4706,清腿(土雞),20.4,6.1,0,142.13
4707,雞腿,20.4,6.1,0,142.13
4708,清腿(肉雞),16.5654,11.3187,0,172.8289
4709,雞腿,16.5654,11.3187,0,172.8289
4710,棒棒腿平均值,18.9143,7.675,0,149.9923
4711,棒棒腿(土雞),21,5.9,0,142.888
4712,雞腿,21,5.9,0,142.888
4713,棒棒腿(肉雞),16.8285,9.45,0.5893,157.0967
4714,雞腿,16.8285,9.45,0.5893,157.0967
4715,雞排平均值,17.096,12.2213,0,183.2356
4716,雞排(土雞),18.9,8.6,0,158.275
4717,雞排(肉雞),15.292,15.8425,0,208.1962
4718,二節翅平均值,18.0893,16.8225,0,228.98
4719,二節翅(土雞),19.8,15.9,0,227.964
4720,二節翅(肉雞),16.3785,17.745,0,229.9961
4721,三節翅平均值,18.3292,14.6382,0,210.3016
4722,三節翅(土雞),19,13,0,198.39
4723,三節翅(肉雞),17.6583,16.2763,0,222.2132
4724,翅腿(肉雞),17.759,14.84,0.9968,209.6877
4725,小雞腿,17.759,14.84,0.9968,209.6877
4726,雞絞肉,27.44,1.563,0,131.2671
4727,雞心(肉雞),13.2535,14.755,0.1004,189.6825
4728,雞尾椎,7.613,52.3949,0,505.1095
4729,雞肝(肉雞),18.786,3.45,2.6984,111.3352
4730,雞胗(肉雞),16.635,1.99,0.2942,88.9813
4731,雞肫,16.635,1.99,0.2942,88.9813
4732,冷凍烤雞翅,18.8,14.2,3.6,217.4
4733,雞胸骨湯,1.475,0.28,0.211,8.8239
4734,雞高湯,1.475,0.28,0.211,8.8239
4735,雞睪丸,10.572,2.8281,0.2333,70.6519
4736,雞子,10.572,2.8281,0.2333,70.6519
4737,雞弗,10.572,2.8281,0.2333,70.6519
4738,雞腳(肉雞),20.6625,14.135,0.4497,215.7266
4739,雞爪,20.6625,14.135,0.4497,215.7266
4740,鳳爪,20.6625,14.135,0.4497,215.7266
4741,雞膝軟骨(肉雞),20.404,2.2145,0.4959,107.0999
4742,雞軟骨,20.404,2.2145,0.4959,107.0999
4743,全鴨平均值,17.1015,22.035,0,271.7791
4744,太空鴨,15.973,27.83,0,319.2313
4745,番鴨,18.23,16.24,0,224.3269
4746,麝番鴨,18.23,16.24,0,224.3269
4747,紅面鴨,18.23,16.24,0,224.3269
4748,紅面(正)番鴨,18.23,16.24,0,224.3269
4749,全鴨平均值(去皮),20.4875,2.0955,0,106.383
4750,太空鴨(去皮),20.075,1.791,0,101.8751
4751,土番鴨,20.9,2.4,0,110.891
4752,櫻桃鴨胸肉片,16.701,17.2081,4.6863,226.5303
4753,鴨腿,14.353,24.49,3.3766,282.1871
4754,鴨血,6.006,0.3486,0,28.79
4755,鴨胗,20.499,1.08,0.3138,97.2723
4756,鴨肫,20.499,1.08,0.3138,97.2723
4757,鴨腸,13.787,3.8574,0,93.6642
4758,鴨賞,31.1,17.6,5.3,304
4759,鵝肉,15.6,13.4,2.4,187.48
4760,茶鵝,15.55,32.55,0,351.91
4761,鵝胸肉,23.46,2.2347,0.2075,120.3312
4762,鵝腿肉,21.692,4.1891,0,130.4105
4763,熟鵝腿肉,18.5,23.6,0,291.867
4764,鵝心,14.512,19.89,0,241.374
4765,鵝肝,20.487,3.9372,0.6418,122.993
4766,鵝胗,17.359,2.3468,2.8204,95.2911
4767,鵝肫,17.359,2.3468,2.8204,95.2911
4768,鵝腸,9.2195,2.6114,0.7315,62.9221
4769,火雞肉,21.1,5.6,0,140.609
4770,七面鳥,21.1,5.6,0,140.609
4771,吐綬雞,21.1,5.6,0,140.609
4772,鴕鳥菲力肉排,22.8285,0.8405,0.7987,105.059
4773,鴕鳥腓力,22.8285,0.8405,0.7987,105.059
4774,鴕鳥里肌肉,22.8285,0.8405,0.7987,105.059
4775,鴕鳥沙朗肉排,20.899,0.8235,6.0579,96.6667
4776,鴕腱肉,18.714,3.0556,0.2231,107.4703
4777,屈肌,18.714,3.0556,0.2231,107.4703
4778,伸肌,18.714,3.0556,0.2231,107.4703
4779,鴕腩肉,21.166,5.9001,0.6619,143.5977
4780,虎皮蛙,21.1,0.4,0.6,93.705
4781,虎斑蛙,21.1,0.4,0.6,93.705
4782,虎紋蛙,21.1,0.4,0.6,93.705
4783,水雞,21.1,0.4,0.6,93.705
4784,田雞,21.1,0.4,0.6,93.705
4785,台灣青蛙,21.1,0.4,0.6,93.705
4786,蛇肉,19,0.4,0,84.738
4787,雉雞,23.951,2.3771,0,123.7122
4788,環頸雉,23.951,2.3771,0,123.7122
4789,野雞,23.951,2.3771,0,123.7122
4790,鯨鯊切片,22.765,0.1353,0,98.427
4791,豆腐沙,22.765,0.1353,0,98.427
4792,大憨沙,22.765,0.1353,0,98.427
4793,鯨鮫,22.765,0.1353,0,98.427
4794,雙髻鯊,27.35,0.06,0,117.3257
4795,丫髻鯊(鮫),27.35,0.06,0,117.3257
4796,犛頭沙,27.35,0.06,0,117.3257
4797,雙髻鯊,27.35,0.06,0,117.3257
4798,雙過仔,27.35,0.06,0,117.3257
4799,雙髻鯊腹肉,25.8,0,0,110.166
4800,丫髻鯊(鮫),25.8,0,0,110.166
4801,犛頭沙,25.8,0,0,110.166
4802,雙髻鯊,25.8,0,0,110.166
4803,雙過仔,25.8,0,0,110.166
4804,鯊魚切片,24.7865,0.016,0,105.9827
4805,沙魚,24.7865,0.016,0,105.9827
4806,魟魚,24.76,0.07,0,106.3566
4807,日本鰻鱺魚片(生),18.091,19.5617,0,253.6951
4808,白鰻,18.091,19.5617,0,253.6951
4809,日本鰻,18.091,19.5617,0,253.6951
4810,正鰻,18.091,19.5617,0,253.6951
4811,白鱔,18.091,19.5617,0,253.6951
4812,鰻鱺,18.091,19.5617,0,253.6951
4813,土鰻(澎湖),18.091,19.5617,0,253.6951
4814,淡水鰻(澎湖) ,18.091,19.5617,0,253.6951
4815,日本鰻鱺魚片(蒲燒),25.031,18.7321,0.8756,275.8459
4816,白鰻,25.031,18.7321,0.8756,275.8459
4817,日本鰻,25.031,18.7321,0.8756,275.8459
4818,正鰻,25.031,18.7321,0.8756,275.8459
4819,白鱔,25.031,18.7321,0.8756,275.8459
4820,鰻鱺,25.031,18.7321,0.8756,275.8459
4821,土鰻(澎湖),25.031,18.7321,0.8756,275.8459
4822,淡水鰻(澎湖) ,25.031,18.7321,0.8756,275.8459
4823,灰海鰻,20.5,1,0,96.555
4824,虎鰻,20.5,1,0,96.555
4825,海鰻,20.5,1,0,96.555
4826,錢鰻(臺東),20.5,1,0,96.555
4827,魩仔魚,11.0715,0.9248,0,55.617
4828,魩仔,11.0715,0.9248,0,55.617
4829,魩仔魚平均值(加工),26.213,1.3195,0.9992,123.8314
4830,魩仔,26.213,1.3195,0.9992,123.8314
4831,魩仔魚(加工,20.672,0.958,1.0598,96.9106
4832,大),20.672,0.958,1.0598,96.9106
4833,魩仔,20.672,0.958,1.0598,96.9106
4834,魩仔魚(加工,31.754,1.681,0.9386,150.7522
4835,小),31.754,1.681,0.9386,150.7522
4836,魩仔,31.754,1.681,0.9386,150.7522
4837,鹽漬小鱗脂眼鯡(鹹馧仔),17.4,17,0.3,227.638
4838,臭肉鰮,17.4,17,0.3,227.638
4839,鰮仔,17.4,17,0.3,227.638
4840,圓眼仔,17.4,17,0.3,227.638
4841,鰮魚,17.4,17,0.3,227.638
4842,鰮仔魚,17.4,17,0.3,227.638
4843,圓仔魚(幼魚),17.4,17,0.3,227.638
4844,脂眼鯡,17.4,17,0.3,227.638
4845,臭肉,17.4,17,0.3,227.638
4846,臭肉魚/肉鰮(澎湖) ,17.4,17,0.3,227.638
4847,日本銀帶鯡,20.986,1.3164,0,101.4841
4848,針嘴鰮,20.986,1.3164,0,101.4841
4849,丁香魚,20.986,1.3164,0,101.4841
4850,魩仔,20.986,1.3164,0,101.4841
4851,丁香,20.986,1.3164,0,101.4841
4852,鱙仔,20.986,1.3164,0,101.4841
4853,灰海荷鰮,20.986,1.3164,0,101.4841
4854,日本銀帶鯡(加工),21.54,2.1356,1.1599,111.2389
4855,針嘴鰮,21.54,2.1356,1.1599,111.2389
4856,丁香魚,21.54,2.1356,1.1599,111.2389
4857,魩仔,21.54,2.1356,1.1599,111.2389
4858,丁香,21.54,2.1356,1.1599,111.2389
4859,鱙仔,21.54,2.1356,1.1599,111.2389
4860,灰海荷鰮,21.54,2.1356,1.1599,111.2389
4861,日本銀帶鯡魚干(丁香魚脯),51.766,5.801,1.895,273.3658
4862,針嘴鰮,51.766,5.801,1.895,273.3658
4863,丁香魚,51.766,5.801,1.895,273.3658
4864,魩仔,51.766,5.801,1.895,273.3658
4865,丁香,51.766,5.801,1.895,273.3658
4866,鱙仔,51.766,5.801,1.895,273.3658
4867,灰海荷鰮,51.766,5.801,1.895,273.3658
4868,虱目魚平均值(去皮),21.84,9.4894,0.1554,178.8512
4869,麻虱目仔,21.84,9.4894,0.1554,178.8512
4870,麻虱(蝨)目,21.84,9.4894,0.1554,178.8512
4871,蝨(遮/塞)目魚,21.84,9.4894,0.1554,178.8512
4872,虱麻魚,21.84,9.4894,0.1554,178.8512
4873,海草魚,21.84,9.4894,0.1554,178.8512
4874,安平魚,21.84,9.4894,0.1554,178.8512
4875,國姓(聖)魚,21.84,9.4894,0.1554,178.8512
4876,虱目魚(2月),19.787,10.577,1.3422,179.895
4877,海草魚,19.787,10.577,1.3422,179.895
4878,遮目魚,19.787,10.577,1.3422,179.895
4879,殺目魚,19.787,10.577,1.3422,179.895
4880,安平魚,19.787,10.577,1.3422,179.895
4881,國姓魚,19.787,10.577,1.3422,179.895
4882,麻虱目仔,19.787,10.577,1.3422,179.895
4883,虱目/麻虱目(澎湖),19.787,10.577,1.3422,179.895
4884,虱目魚(5月),22.329,10.428,0,189.4054
,虱目魚,22.329,10.428,0,189.4054
4885,海草魚,22.329,10.428,0,189.4054
4886,遮目魚,22.329,10.428,0,189.4054
4887,殺目魚,22.329,10.428,0,189.4054
4888,安平魚,22.329,10.428,0,189.4054
4889,國姓魚,22.329,10.428,0,189.4054
4890,麻虱目仔,22.329,10.428,0,189.4054
4891,虱目/麻虱目(澎湖),22.329,10.428,0,189.4054
4892,虱目魚(8月),23.731,2.552,0.4842,124.3504
4893,海草魚,23.731,2.552,0.4842,124.3504
4894,遮目魚,23.731,2.552,0.4842,124.3504
4895,殺目魚,23.731,2.552,0.4842,124.3504
4896,安平魚,23.731,2.552,0.4842,124.3504
4897,國姓魚,23.731,2.552,0.4842,124.3504
4898,麻虱目仔,23.731,2.552,0.4842,124.3504
4899,虱目/麻虱目(澎湖),23.731,2.552,0.4842,124.3504
4900,虱目魚(9月),21.99,12.68,0,208.2709
4901,海草魚,21.99,12.68,0,208.2709
4902,遮目魚,21.99,12.68,0,208.2709
4903,殺目魚,21.99,12.68,0,208.2709
4904,安平魚,21.99,12.68,0,208.2709
4905,國姓魚,21.99,12.68,0,208.2709
4906,麻虱目仔,21.99,12.68,0,208.2709
4907,虱目/麻虱目(澎湖),21.99,12.68,0,208.2709
4908,虱目魚(12月),21.363,11.21,0.0824,192.3342
4909,海草魚,21.363,11.21,0.0824,192.3342
4910,遮目魚,21.363,11.21,0.0824,192.3342
4911,殺目魚,21.363,11.21,0.0824,192.3342
4912,安平魚,21.363,11.21,0.0824,192.3342
4913,國姓魚,21.363,11.21,0.0824,192.3342
4914,麻虱目仔,21.363,11.21,0.0824,192.3342
4915,虱目/麻虱目(澎湖),21.363,11.21,0.0824,192.3342
4916,虱目魚(含皮),21.8,11.9,0,200.424
4917,海草魚,21.8,11.9,0,200.424
4918,遮目魚,21.8,11.9,0,200.424
4919,殺目魚,21.8,11.9,0,200.424
4920,安平魚,21.8,11.9,0,200.424
4921,國姓魚,21.8,11.9,0,200.424
4922,麻虱目仔,21.8,11.9,0,200.424
4923,虱目/麻虱目(澎湖),21.8,11.9,0,200.424
4924,虱目魚腹肉(虱目魚肚),17.431,29.645,0,341.8283
4925,草魚切片,21.381,8.327,2.0674,166.4064
4926,鯇,21.381,8.327,2.0674,166.4064
4927,鯤,21.381,8.327,2.0674,166.4064
4928,池魚,21.381,8.327,2.0674,166.4064
4929,草根魚,21.381,8.327,2.0674,166.4064
4930,草鰱(高屏地區) ,21.381,8.327,2.0674,166.4064
4931,草魚(含皮),17.2,2,0.8,91.484
4932,鯇,17.2,2,0.8,91.484
4933,鯤,17.2,2,0.8,91.484
4934,池魚,17.2,2,0.8,91.484
4935,草根魚,17.2,2,0.8,91.484
4936,草鰱(高屏地區) ,17.2,2,0.8,91.484
4937,鯉,14.5,3.2,2.1,90.779
4938,鮘仔,14.5,3.2,2.1,90.779
4939,在來鯉,14.5,3.2,2.1,90.779
4940,財神魚,14.5,3.2,2.1,90.779
4941,鱅,18.7,7.2,0,144.793
4942,黑鰱,18.7,7.2,0,144.793
4943,大頭鰱(魚),18.7,7.2,0,144.793
4944,花鰱,18.7,7.2,0,144.793
4945,胖頭鰱 ,18.7,7.2,0,144.793
4946,鬍鯰,16.3,13.8,0,194.077
4947,鬍子鯰,16.3,13.8,0,194.077
4948,土殺,16.3,13.8,0,194.077
4949,本土土虱,16.3,13.8,0,194.077
4950,塘虱魚,16.3,13.8,0,194.077
4951,斑海鯰,19.17,0.46,0,86.0051
4952,成仔魚,19.17,0.46,0,86.0051
4953,成仔丁,19.17,0.46,0,86.0051
4954,銀成,19.17,0.46,0,86.0051
4955,白肉成,19.17,0.46,0,86.0051
4956,臭臊成,19.17,0.46,0,86.0051
4957,生仔魚,19.17,0.46,0,86.0051
4958,鰻鯰,19.17,0.46,0,86.0051
4959,賓士魚,19.17,0.46,0,86.0051
4960,長體油胡瓜魚,15.002,4.4051,0,103.7925
4961,柳葉魚,15.002,4.4051,0,103.7925
4962,香魚,18.524,7.51,0,146.8377
4963,桀(加魚邊)魚,18.524,7.51,0,146.8377
4964,Ayu,18.524,7.51,0,146.8377
4965,年魚,18.524,7.51,0,146.8377
4966,銀魚,14.343,0.896,0.8935,69.3265
4967,水晶魚,14.343,0.896,0.8935,69.3265
4968,小銀魚,14.343,0.896,0.8935,69.3265
4969,白肉鮭魚切片,22.563,6.0849,0.2913,151.2298
4970,紅肉鮭魚切片,24.331,5.9819,0,157.8501
4971,大西洋鮭魚平均值(去皮),20.1954,14.9001,0,220.6336
4972,大西洋鮭魚(台灣養殖),23.63,5.9889,0,154.92
4973,大西洋鮭魚切片(中段),20.697,9.4562,0,173.6711
4974,大西洋鮭魚切片(尾段),20.6735,12.7796,0,203.5478
4975,大西洋鮭魚生魚片,19.623,15.3059,0,221.8494
4976,大西洋鮭魚腹肉,16.3535,30.9701,0,349.1797
4977,麥奇鈎吻鮭(去皮),20.861,7.845,0,159.8384
4978,鱒魚,20.861,7.845,0,159.8384
4979,虹鱒,20.861,7.845,0,159.8384
4980,麥奇鉤吻鱒,20.861,7.845,0,159.8384
4981,麥奇鈎吻鮭(含皮),20.1,6.8,0.4,147.163
4982,鱒魚,20.1,6.8,0.4,147.163
4983,虹鱒,20.1,6.8,0.4,147.163
4984,麥奇鉤吻鱒,20.1,6.8,0.4,147.163
4985,姬魚,24.09,0.18,0,104.4879
4986,仙女魚,24.09,0.18,0,104.4879
4987,狗母,24.09,0.18,0,104.4879
4988,汕狗母,24.09,0.18,0,104.4879
4989,印度鐮齒魚,10.395,0.47,0.375,48.6261
4990,水狗母,10.395,0.47,0.375,48.6261
4991,粉粘,10.395,0.47,0.375,48.6261
4992,那哥,10.395,0.47,0.375,48.6261
4993,那個魚,10.395,0.47,0.375,48.6261
4994,狗母魚(蛇鯔),20.83,1.57,0.14,103.1055
4995,狗母梭,20.83,1.57,0.14,103.1055
4996,狗母,20.83,1.57,0.14,103.1055
4997,鮟鱇,14.876,0.4614,0.5815,67.6823
4998,鯔平均值(去皮),20.6176,7.1371,0.2659,152.4141
4999,烏(鯔/信/聖)魚,20.6176,7.1371,0.2659,152.4141
5000,青頭仔(幼魚),20.6176,7.1371,0.2659,152.4141
5001,奇目仔(成魚),20.6176,7.1371,0.2659,152.4141
5002,正(大)烏,20.6176,7.1371,0.2659,152.4141
5003,正(回)頭烏,20.6176,7.1371,0.2659,152.4141
5004,日本鯔,20.6176,7.1371,0.2659,152.4141
5005,鯔(2月),20.403,5.536,1.6031,137.0555
5006,青頭仔(幼魚),20.403,5.536,1.6031,137.0555
5007,奇目仔(成魚),20.403,5.536,1.6031,137.0555
5008,信魚,20.403,5.536,1.6031,137.0555
5009,正烏,20.403,5.536,1.6031,137.0555
5010,烏魚,20.403,5.536,1.6031,137.0555
5011,正頭烏,20.403,5.536,1.6031,137.0555
5012,回頭烏,20.403,5.536,1.6031,137.0555
5013,大烏(澎湖) ,20.403,5.536,1.6031,137.0555
5014,鯔(4月),20.415,5.026,0.9421,132.5066
5015,青頭仔(幼魚),20.415,5.026,0.9421,132.5066
5016,奇目仔(成魚),20.415,5.026,0.9421,132.5066
5017,信魚,20.415,5.026,0.9421,132.5066
5018,正烏,20.415,5.026,0.9421,132.5066
5019,烏魚,20.415,5.026,0.9421,132.5066
5020,正頭烏,20.415,5.026,0.9421,132.5066
5021,回頭烏,20.415,5.026,0.9421,132.5066
5022,大烏(澎湖),20.415,5.026,0.9421,132.5066
5023,鯔(8月),17.267,16.652,0,223.9311
5024,青頭仔(幼魚),17.267,16.652,0,223.9311
5025,奇目仔(成魚),17.267,16.652,0,223.9311
5026,信魚,17.267,16.652,0,223.9311
5027,正烏,17.267,16.652,0,223.9311
5028,烏魚,17.267,16.652,0,223.9311
5029,正頭烏,17.267,16.652,0,223.9311
5030,回頭烏,17.267,16.652,0,223.9311
5031,大烏(澎湖),17.267,16.652,0,223.9311
5032,鯔(11月,21.314,4.22,0,129.0752
5033,雄魚),21.314,4.22,0,129.0752
5034,青頭仔(幼魚),21.314,4.22,0,129.0752
5035,奇目仔(成魚),21.314,4.22,0,129.0752
5036,信魚,21.314,4.22,0,129.0752
5037,正烏,21.314,4.22,0,129.0752
5038,烏魚,21.314,4.22,0,129.0752
5039,正頭烏,21.314,4.22,0,129.0752
5040,回頭烏,21.314,4.22,0,129.0752
5041,大烏(澎湖),21.314,4.22,0,129.0752
5042,鯔(11月,21.469,5.46,0,140.9218
5043,雌魚),21.469,5.46,0,140.9218
5044,青頭仔(幼魚),21.469,5.46,0,140.9218
5045,奇目仔(成魚),21.469,5.46,0,140.9218
5046,信魚,21.469,5.46,0,140.9218
5047,正烏,21.469,5.46,0,140.9218
5048,烏魚,21.469,5.46,0,140.9218
5049,正頭烏,21.469,5.46,0,140.9218
5050,回頭烏,21.469,5.46,0,140.9218
5051,大烏(澎湖),21.469,5.46,0,140.9218
5052,鯔(12月,21.055,5.23,0.9479,137.0795
5053,雄魚),21.055,5.23,0.9479,137.0795
5054,青頭仔(幼魚),21.055,5.23,0.9479,137.0795
5055,奇目仔(成魚),21.055,5.23,0.9479,137.0795
5056,信魚,21.055,5.23,0.9479,137.0795
5057,正烏,21.055,5.23,0.9479,137.0795
5058,烏魚,21.055,5.23,0.9479,137.0795
5059,正頭烏,21.055,5.23,0.9479,137.0795
5060,回頭烏,21.055,5.23,0.9479,137.0795
5061,大烏(澎湖),21.055,5.23,0.9479,137.0795
5062,鯔(12月,21.789,6.22,0.2489,149.1434
5063,雌魚),21.789,6.22,0.2489,149.1434
5064,青頭仔(幼魚),21.789,6.22,0.2489,149.1434
5065,奇目仔(成魚),21.789,6.22,0.2489,149.1434
5066,信魚,21.789,6.22,0.2489,149.1434
5067,正烏,21.789,6.22,0.2489,149.1434
5068,烏魚,21.789,6.22,0.2489,149.1434
5069,正頭烏,21.789,6.22,0.2489,149.1434
5070,回頭烏,21.789,6.22,0.2489,149.1434
5071,大烏(澎湖),21.789,6.22,0.2489,149.1434
5072,鯔切片,21.229,8.753,0.0244,169.5999
5073,青頭仔(幼魚),21.229,8.753,0.0244,169.5999
5074,奇目仔(成魚),21.229,8.753,0.0244,169.5999
5075,信魚,21.229,8.753,0.0244,169.5999
5076,正烏,21.229,8.753,0.0244,169.5999
5077,烏魚,21.229,8.753,0.0244,169.5999
5078,正頭烏,21.229,8.753,0.0244,169.5999
5079,回頭烏,21.229,8.753,0.0244,169.5999
5080,大烏(澎湖),21.229,8.753,0.0244,169.5999
5081,鯔(含皮),20.64,7.3967,0,154.851
5082,青頭仔(幼魚),20.64,7.3967,0,154.851
5083,奇目仔(成魚),20.64,7.3967,0,154.851
5084,信魚,20.64,7.3967,0,154.851
5085,正烏,20.64,7.3967,0,154.851
5086,烏魚,20.64,7.3967,0,154.851
5087,正頭烏,20.64,7.3967,0,154.851
5088,回頭烏,20.64,7.3967,0,154.851
5089,大烏(澎湖),20.64,7.3967,0,154.851
5090,斑鰭飛魚,21.98,0.07,0.19,94.486
5091,小烏,21.98,0.07,0.19,94.486
5092,飛烏,21.98,0.07,0.19,94.486
5093,花烏(澎湖),21.98,0.07,0.19,94.486
5094,斑鱵,20.63,0.32,0.3121,90.9765
5095,補網師,20.63,0.32,0.3121,90.9765
5096,水針,20.63,0.32,0.3121,90.9765
5097,莎優莉,20.63,0.32,0.3121,90.9765
5098,簪針(澎湖),20.63,0.32,0.3121,90.9765
5099,七星針(南部),20.63,0.32,0.3121,90.9765
5100,鱷形叉尾鶴鱵,22.35,0.25,0.15,97.6895
5101,青旗,22.35,0.25,0.15,97.6895
5102,學仔,22.35,0.25,0.15,97.6895
5103,白天青旗,22.35,0.25,0.15,97.6895
5104,圓學(澎湖),22.35,0.25,0.15,97.6895
5105,金鱗魚,19.51,0.15,1.26,84.6607
5106,鱗馬鞭魚,18.512,0.5314,0,83.8395
5107,馬鞭魚,18.512,0.5314,0,83.8395
5108,馬戍,18.512,0.5314,0,83.8395
5109,槍管,18.512,0.5314,0,83.8395
5110,火管,18.512,0.5314,0,83.8395
5111,剃仔,18.512,0.5314,0,83.8395
5112,土管(臺東) ,18.512,0.5314,0,83.8395
5113,黃鱔,17.616,1.429,0.9618,88.1099
5114,鱔魚,17.616,1.429,0.9618,88.1099
5115,田鱔,17.616,1.429,0.9618,88.1099
5116,田鰻,17.616,1.429,0.9618,88.1099
5117,長魚,17.616,1.429,0.9618,88.1099
5118,血魚,17.616,1.429,0.9618,88.1099
5119,羅魚,17.616,1.429,0.9618,88.1099
5120,無鱗公子,17.616,1.429,0.9618,88.1099
5121,石狗公,18.28,0.22,0,80.04
5122,石頭魚,18.28,0.22,0,80.04
5123,獅甕(澎湖),18.28,0.22,0,80.04
5124,紅鱠仔,18.28,0.22,0,80.04
5125,環紋簑鮋,18.4,0.1,0,79.47
5126,龍鬚簑鮋,18.4,0.1,0,79.47
5127,獅子魚,18.4,0.1,0,79.47
5128,長獅,18.4,0.1,0,79.47
5129,魔鬼,18.4,0.1,0,79.47
5130,國公,18.4,0.1,0,79.47
5131,石狗敢,18.4,0.1,0,79.47
5132,虎魚,18.4,0.1,0,79.47
5133,雞公,18.4,0.1,0,79.47
5134,紅虎,18.4,0.1,0,79.47
5135,火烘,18.4,0.1,0,79.47
5136,石頭魚,18.4,0.1,0,79.47
5137,深海鱗角魚,17.69,0.5,0,80.0463
5138,深海角魚,17.69,0.5,0,80.0463
5139,雞角,17.69,0.5,0,80.0463
5140,角仔魚,17.69,0.5,0,80.0463
5141,尖嘴鱸(去皮),20.571,1.1584,0.1486,98.2869
5142,金目鱸,20.571,1.1584,0.1486,98.2869
5143,盲槽,20.571,1.1584,0.1486,98.2869
5144,扁紅目鱸,20.571,1.1584,0.1486,98.2869
5145,尖嘴鱸(含皮),19.6,2.6,0,107.144
5146,金目鱸,19.6,2.6,0,107.144
5147,盲槽,19.6,2.6,0,107.144
5148,扁紅目鱸,19.6,2.6,0,107.144
5149,日本花鱸平均值,19.8504,1.458,0.8831,97.9124
5150,七星鱸,19.8504,1.458,0.8831,97.9124
5151,花鱸,19.8504,1.458,0.8831,97.9124
5152,青鱸,19.8504,1.458,0.8831,97.9124
5153,鱸魚,19.8504,1.458,0.8831,97.9124
5154,日本真鱸 ,19.8504,1.458,0.8831,97.9124
5155,日本花鱸(2月),20.14,0.976,1.9139,94.8013
5156,七星鱸,20.14,0.976,1.9139,94.8013
5157,花鱸,20.14,0.976,1.9139,94.8013
5158,青鱸,20.14,0.976,1.9139,94.8013
5159,鱸魚,20.14,0.976,1.9139,94.8013
5160,日本真鱸 ,20.14,0.976,1.9139,94.8013
5161,日本花鱸((3月),19.992,1.594,0.5122,99.7437
5162,七星鱸,19.992,1.594,0.5122,99.7437
5163,花鱸,19.992,1.594,0.5122,99.7437
5164,青鱸,19.992,1.594,0.5122,99.7437
5165,鱸魚,19.992,1.594,0.5122,99.7437
5166,日本真鱸 ,19.992,1.594,0.5122,99.7437
5167,日本花鱸((8月),18.968,1.59,1.4975,95.3352
5168,七星鱸,18.968,1.59,1.4975,95.3352
5169,花鱸,18.968,1.59,1.4975,95.3352
5170,青鱸,18.968,1.59,1.4975,95.3352
5171,鱸魚,18.968,1.59,1.4975,95.3352
5172,日本真鱸 ,18.968,1.59,1.4975,95.3352
5173,日本花鱸((11月),20.534,1.27,0.0894,99.1356
5174,七星鱸,20.534,1.27,0.0894,99.1356
5175,花鱸,20.534,1.27,0.0894,99.1356
5176,青鱸,20.534,1.27,0.0894,99.1356
5177,鱸魚,20.534,1.27,0.0894,99.1356
5178,日本真鱸 ,20.534,1.27,0.0894,99.1356
5179,日本花鱸((12月),19.618,1.86,0.4023,100.5461
5180,七星鱸,19.618,1.86,0.4023,100.5461
5181,花鱸,19.618,1.86,0.4023,100.5461
5182,青鱸,19.618,1.86,0.4023,100.5461
